driver_name,nationality,year,grid,position,points,laps,milliseconds,fastestLapSpeed,statusId,finished,podium
Lewis Hamilton,British,2013,2.0,4.0,12.0,78,8285950.0,153.891,1,1,0
Adrian Sutil,German,2013,8.0,5.0,10.0,78,8293533.0,153.578,1,1,0
Jenson Button,British,2013,9.0,6.0,8.0,78,8295159.0,152.743,1,1,0
Fernando Alonso,Spanish,2013,6.0,7.0,6.0,78,8298790.0,151.55,1,1,0
Jean-Éric Vergne,French,2013,10.0,8.0,4.0,78,8299279.0,151.912,1,1,0
Paul di Resta,British,2013,17.0,9.0,2.0,78,8299664.0,151.789,1,1,0
Kimi Räikkönen,Finnish,2013,5.0,10.0,1.0,78,8308638.0,155.364,1,1,0
Nico Hülkenberg,German,2013,11.0,11.0,0.0,78,8314628.0,150.576,1,1,0
Valtteri Bottas,Finnish,2013,14.0,12.0,0.0,78,8314747.0,148.589,1,1,0
Esteban Gutiérrez,Mexican,2013,19.0,13.0,0.0,78,8315268.0,152.811,1,1,0
Max Chilton,British,2013,22.0,14.0,0.0,78,8321941.0,152.171,1,1,0
Giedo van der Garde,Dutch,2013,15.0,15.0,0.0,78,8334646.0,149.377,1,1,0
Sergio Pérez,Mexican,2013,7.0,16.0,0.0,72,,151.188,22,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,70,5529143.0,205.06,1,1,1
Fernando Alonso,Spanish,2013,6.0,2.0,18.0,70,5543551.0,206.023,1,1,1
Lewis Hamilton,British,2013,2.0,3.0,15.0,70,5545085.0,205.615,1,1,1
Mark Webber,Australian,2013,5.0,4.0,12.0,70,5554874.0,206.08,1,1,0
Nico Rosberg,German,2013,4.0,5.0,10.0,70,5598868.0,205.132,1,1,0
Jean-Éric Vergne,French,2013,7.0,6.0,8.0,69,,201.512,11,0,0
Paul di Resta,British,2013,17.0,7.0,6.0,69,,201.688,11,0,0
Felipe Massa,Brazilian,2013,16.0,8.0,4.0,69,,204.052,11,0,0
Kimi Räikkönen,Finnish,2013,10.0,9.0,2.0,69,,201.882,11,0,0
Adrian Sutil,German,2013,8.0,10.0,1.0,69,,202.069,11,0,0
Sergio Pérez,Mexican,2013,12.0,11.0,0.0,69,,202.918,11,0,0
Jenson Button,British,2013,14.0,12.0,0.0,69,,202.685,11,0,0
Romain Grosjean,French,2013,22.0,13.0,0.0,69,,202.296,11,0,0
Valtteri Bottas,Finnish,2013,3.0,14.0,0.0,69,,201.266,11,0,0
Daniel Ricciardo,Australian,2013,11.0,15.0,0.0,68,,200.615,12,0,0
Pastor Maldonado,Venezuelan,2013,13.0,16.0,0.0,68,,201.006,12,0,0
Jules Bianchi,French,2013,19.0,17.0,0.0,68,,199.049,12,0,0
Charles Pic,French,2013,18.0,18.0,0.0,67,,197.777,13,0,0
Max Chilton,British,2013,20.0,19.0,0.0,67,,197.315,13,0,0
Esteban Gutiérrez,Mexican,2013,15.0,20.0,0.0,63,,197.533,3,0,0
Nico Rosberg,German,2013,2.0,1.0,25.0,52,5579456.0,226.744,1,1,1
Mark Webber,Australian,2013,4.0,2.0,18.0,52,5580221.0,227.059,1,1,1
Fernando Alonso,Spanish,2013,9.0,3.0,15.0,52,5586580.0,225.396,1,1,1
Lewis Hamilton,British,2013,1.0,4.0,12.0,52,5587212.0,225.231,1,1,0
Kimi Räikkönen,Finnish,2013,8.0,5.0,10.0,52,5590713.0,222.339,1,1,0
Felipe Massa,Brazilian,2013,11.0,6.0,8.0,52,5594029.0,222.598,1,1,0
Adrian Sutil,German,2013,6.0,7.0,6.0,52,5595791.0,221.002,1,1,0
Daniel Ricciardo,Australian,2013,5.0,8.0,4.0,52,5595999.0,221.08,1,1,0
Paul di Resta,British,2013,21.0,9.0,2.0,52,5597399.0,222.465,1,1,0
Nico Hülkenberg,German,2013,14.0,10.0,1.0,52,5599165.0,220.882,1,1,0
Pastor Maldonado,Venezuelan,2013,15.0,11.0,0.0,52,5600591.0,221.126,1,1,0
Valtteri Bottas,Finnish,2013,16.0,12.0,0.0,52,5604550.0,220.196,1,1,0
Jenson Button,British,2013,10.0,13.0,0.0,52,5605425.0,220.096,1,1,0
Esteban Gutiérrez,Mexican,2013,17.0,14.0,0.0,52,5605741.0,219.906,1,1,0
Charles Pic,French,2013,18.0,15.0,0.0,52,5611069.0,218.43,1,1,0
Jules Bianchi,French,2013,19.0,16.0,0.0,52,5615553.0,216.452,1,1,0
Max Chilton,British,2013,20.0,17.0,0.0,52,5647116.0,213.881,1,1,0
Giedo van der Garde,Dutch,2013,22.0,18.0,0.0,52,5647215.0,214.821,1,1,0
Romain Grosjean,French,2013,7.0,19.0,0.0,51,,221.804,31,0,0
Sergio Pérez,Mexican,2013,13.0,20.0,0.0,46,,220.611,36,0,0
Sebastian Vettel,German,2013,2.0,1.0,25.0,60,6074711.0,196.814,1,1,1
Kimi Räikkönen,Finnish,2013,4.0,2.0,18.0,60,6075719.0,197.647,1,1,1
Romain Grosjean,French,2013,5.0,3.0,15.0,60,6080541.0,195.956,1,1,1
Fernando Alonso,Spanish,2013,8.0,4.0,12.0,60,6082432.0,198.279,1,1,0
Lewis Hamilton,British,2013,1.0,5.0,10.0,60,6101638.0,196.83,1,1,0
Jenson Button,British,2013,9.0,6.0,8.0,60,6102707.0,196.736,1,1,0
Mark Webber,Australian,2013,3.0,7.0,6.0,60,6112273.0,195.53,1,1,0
Sergio Pérez,Mexican,2013,13.0,8.0,4.0,60,6113017.0,192.78,1,1,0
Nico Rosberg,German,2013,11.0,9.0,2.0,60,6121532.0,196.778,1,1,0
Nico Hülkenberg,German,2013,10.0,10.0,1.0,60,6124603.0,196.647,1,1,0
Paul di Resta,British,2013,12.0,11.0,0.0,60,6128482.0,191.918,1,1,0
Daniel Ricciardo,Australian,2013,6.0,12.0,0.0,60,6131686.0,193.086,1,1,0
Adrian Sutil,German,2013,15.0,13.0,0.0,60,6132449.0,193.42,1,1,0
Esteban Gutiérrez,Mexican,2013,14.0,14.0,0.0,60,6134871.0,193.469,1,1,0
Pastor Maldonado,Venezuelan,2013,18.0,15.0,0.0,60,6136640.0,196.544,1,1,0
Valtteri Bottas,Finnish,2013,17.0,16.0,0.0,59,,197.216,11,0,0
Charles Pic,French,2013,22.0,17.0,0.0,59,,189.916,11,0,0
Giedo van der Garde,Dutch,2013,20.0,18.0,0.0,59,,188.133,11,0,0
Max Chilton,British,2013,21.0,19.0,0.0,59,,188.374,11,0,0
Lewis Hamilton,British,2013,1.0,1.0,25.0,70,6149445.0,186.322,1,1,1
Kimi Räikkönen,Finnish,2013,6.0,2.0,18.0,70,6160383.0,184.982,1,1,1
Sebastian Vettel,German,2013,2.0,3.0,15.0,70,6161904.0,186.529,1,1,1
Mark Webber,Australian,2013,10.0,4.0,12.0,70,6167489.0,187.603,1,1,0
Fernando Alonso,Spanish,2013,5.0,5.0,10.0,70,6180856.0,184.692,1,1,0
Romain Grosjean,French,2013,3.0,6.0,8.0,70,6201740.0,184.834,1,1,0
Jenson Button,British,2013,13.0,7.0,6.0,70,6203264.0,182.975,1,1,0
Felipe Massa,Brazilian,2013,7.0,8.0,4.0,70,6205892.0,185.164,1,1,0
Sergio Pérez,Mexican,2013,9.0,9.0,2.0,69,,183.086,11,0,0
Pastor Maldonado,Venezuelan,2013,15.0,10.0,1.0,69,,184.254,11,0,0
Nico Hülkenberg,German,2013,12.0,11.0,0.0,69,,181.826,11,0,0
Jean-Éric Vergne,French,2013,14.0,12.0,0.0,69,,182.349,11,0,0
Daniel Ricciardo,Australian,2013,8.0,13.0,0.0,69,,181.568,11,0,0
Giedo van der Garde,Dutch,2013,20.0,14.0,0.0,68,,180.302,12,0,0
Charles Pic,French,2013,19.0,15.0,0.0,68,,179.784,12,0,0
Jules Bianchi,French,2013,21.0,16.0,0.0,67,,178.715,13,0,0
Max Chilton,British,2013,22.0,17.0,0.0,67,,178.897,13,0,0
Paul di Resta,British,2013,18.0,18.0,0.0,66,,182.103,9,0,0
Nico Rosberg,German,2013,4.0,19.0,0.0,64,,185.354,5,0,0
Sebastian Vettel,German,2013,2.0,1.0,25.0,44,5022196.0,227.657,1,1,1
Fernando Alonso,Spanish,2013,9.0,2.0,18.0,44,5039065.0,226.375,1,1,1
Lewis Hamilton,British,2013,1.0,3.0,15.0,44,5049930.0,225.943,1,1,1
Nico Rosberg,German,2013,4.0,4.0,12.0,44,5052068.0,225.971,1,1,0
Mark Webber,Australian,2013,3.0,5.0,10.0,44,5056041.0,226.347,1,1,0
Jenson Button,British,2013,6.0,6.0,8.0,44,5062990.0,227.519,1,1,0
Felipe Massa,Brazilian,2013,10.0,7.0,6.0,44,5076118.0,224.763,1,1,0
Romain Grosjean,French,2013,7.0,8.0,4.0,44,5078042.0,224.133,1,1,0
Adrian Sutil,German,2013,12.0,9.0,2.0,44,5091743.0,224.675,1,1,0
Daniel Ricciardo,Australian,2013,19.0,10.0,1.0,44,5095666.0,227.224,1,1,0
Sergio Pérez,Mexican,2013,13.0,11.0,0.0,44,5104132.0,222.208,1,1,0
Jean-Éric Vergne,French,2013,18.0,12.0,0.0,44,5108936.0,223.008,1,1,0
Nico Hülkenberg,German,2013,11.0,13.0,0.0,44,5110454.0,222.919,1,1,0
Esteban Gutiérrez,Mexican,2013,21.0,14.0,0.0,44,5122632.0,225.432,1,1,0
Valtteri Bottas,Finnish,2013,20.0,15.0,0.0,44,5129652.0,223.754,1,1,0
Giedo van der Garde,Dutch,2013,14.0,16.0,0.0,43,,221.188,11,0,0
Pastor Maldonado,Venezuelan,2013,17.0,17.0,0.0,43,,223.97,11,0,0
Jules Bianchi,French,2013,15.0,18.0,0.0,43,,219.457,11,0,0
Max Chilton,British,2013,16.0,19.0,0.0,42,,219.4,12,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,53,4713352.0,239.187,1,1,1
Fernando Alonso,Spanish,2013,5.0,2.0,18.0,53,4718819.0,240.27,1,1,1
Mark Webber,Australian,2013,2.0,3.0,15.0,53,4719702.0,240.567,1,1,1
Felipe Massa,Brazilian,2013,4.0,4.0,12.0,53,4722713.0,239.448,1,1,0
Nico Hülkenberg,German,2013,3.0,5.0,10.0,53,4723707.0,240.495,1,1,0
Nico Rosberg,German,2013,6.0,6.0,8.0,53,4724351.0,241.095,1,1,0
Daniel Ricciardo,Australian,2013,7.0,7.0,6.0,53,4745681.0,238.903,1,1,0
Romain Grosjean,French,2013,13.0,8.0,4.0,53,4746482.0,239.591,1,1,0
Lewis Hamilton,British,2013,12.0,9.0,2.0,53,4746879.0,242.924,1,1,0
Jenson Button,British,2013,9.0,10.0,1.0,53,4751679.0,237.445,1,1,0
Kimi Räikkönen,Finnish,2013,11.0,11.0,0.0,53,4752047.0,239.853,1,1,0
Sergio Pérez,Mexican,2013,8.0,12.0,0.0,53,4753117.0,238.049,1,1,0
Esteban Gutiérrez,Mexican,2013,16.0,13.0,0.0,53,4754232.0,239.457,1,1,0
Pastor Maldonado,Venezuelan,2013,14.0,14.0,0.0,53,4762437.0,239.762,1,1,0
Valtteri Bottas,Finnish,2013,18.0,15.0,0.0,53,4770179.0,239.253,1,1,0
Adrian Sutil,German,2013,17.0,16.0,0.0,52,,238.564,11,0,0
Charles Pic,French,2013,20.0,17.0,0.0,52,,235.328,11,0,0
Giedo van der Garde,Dutch,2013,19.0,18.0,0.0,52,,235.214,11,0,0
Jules Bianchi,French,2013,21.0,19.0,0.0,52,,232.767,11,0,0
Max Chilton,British,2013,22.0,20.0,0.0,52,,233.037,11,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,61,7153132.0,167.94,1,1,1
Fernando Alonso,Spanish,2013,7.0,2.0,18.0,61,7185759.0,164.149,1,1,1
Kimi Räikkönen,Finnish,2013,13.0,3.0,15.0,61,7197052.0,164.063,1,1,1
Nico Rosberg,German,2013,2.0,4.0,12.0,61,7204287.0,165.233,1,1,0
Lewis Hamilton,British,2013,5.0,5.0,10.0,61,7206291.0,165.89,1,1,0
Felipe Massa,Brazilian,2013,6.0,6.0,8.0,61,7217009.0,165.0,1,1,0
Jenson Button,British,2013,8.0,7.0,6.0,61,7236486.0,163.182,1,1,0
Sergio Pérez,Mexican,2013,14.0,8.0,4.0,61,7236952.0,162.911,1,1,0
Nico Hülkenberg,German,2013,11.0,9.0,2.0,61,7237393.0,162.533,1,1,0
Adrian Sutil,German,2013,15.0,10.0,1.0,61,7237800.0,166.283,1,1,0
Pastor Maldonado,Venezuelan,2013,18.0,11.0,0.0,61,7241611.0,164.703,1,1,0
Esteban Gutiérrez,Mexican,2013,10.0,12.0,0.0,61,7251026.0,162.793,1,1,0
Valtteri Bottas,Finnish,2013,16.0,13.0,0.0,61,7258293.0,163.232,1,1,0
Jean-Éric Vergne,French,2013,12.0,14.0,0.0,61,7266644.0,165.27,1,1,0
Mark Webber,Australian,2013,4.0,15.0,0.0,60,,166.091,34,0,0
Giedo van der Garde,Dutch,2013,20.0,16.0,0.0,60,,162.12,11,0,0
Max Chilton,British,2013,22.0,17.0,0.0,60,,161.304,11,0,0
Jules Bianchi,French,2013,21.0,18.0,0.0,60,,161.508,11,0,0
Charles Pic,French,2013,19.0,19.0,0.0,60,,164.285,11,0,0
Paul di Resta,British,2013,17.0,20.0,0.0,54,,164.657,3,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,55,6193701.0,199.388,1,1,1
Kimi Räikkönen,Finnish,2013,9.0,2.0,18.0,55,6197925.0,198.225,1,1,1
Romain Grosjean,French,2013,3.0,3.0,15.0,55,6198628.0,198.3,1,1,1
Nico Hülkenberg,German,2013,7.0,4.0,12.0,55,6217815.0,197.002,1,1,0
Lewis Hamilton,British,2013,2.0,5.0,10.0,55,6218956.0,197.134,1,1,0
Fernando Alonso,Spanish,2013,5.0,6.0,8.0,55,6219890.0,196.808,1,1,0
Nico Rosberg,German,2013,4.0,7.0,6.0,55,6220399.0,197.265,1,1,0
Jenson Button,British,2013,11.0,8.0,4.0,55,6225963.0,196.113,1,1,0
Felipe Massa,Brazilian,2013,6.0,9.0,2.0,55,6228091.0,196.34,1,1,0
Sergio Pérez,Mexican,2013,10.0,10.0,1.0,55,6228856.0,196.303,1,1,0
Esteban Gutiérrez,Mexican,2013,8.0,11.0,0.0,55,6229691.0,196.741,1,1,0
Valtteri Bottas,Finnish,2013,17.0,12.0,0.0,55,6240750.0,194.61,1,1,0
Pastor Maldonado,Venezuelan,2013,18.0,13.0,0.0,55,6243714.0,194.111,1,1,0
Charles Pic,French,2013,19.0,14.0,0.0,55,6257279.0,193.477,1,1,0
Giedo van der Garde,Dutch,2013,20.0,15.0,0.0,55,6258202.0,193.667,1,1,0
Jules Bianchi,French,2013,22.0,16.0,0.0,55,6261671.0,192.53,1,1,0
Max Chilton,British,2013,21.0,17.0,0.0,55,6266599.0,191.769,1,1,0
Jean-Éric Vergne,French,2013,16.0,18.0,0.0,53,,194.197,12,0,0
Daniel Ricciardo,Australian,2013,12.0,19.0,0.0,52,,196.353,13,0,0
Adrian Sutil,German,2013,14.0,20.0,0.0,50,,194.188,4,0,0
Sebastian Vettel,German,2013,2.0,1.0,25.0,53,5209301.0,219.322,1,1,1
Mark Webber,Australian,2013,1.0,2.0,18.0,53,5216430.0,221.015,1,1,1
Romain Grosjean,French,2013,4.0,3.0,15.0,53,5219211.0,217.782,1,1,1
Fernando Alonso,Spanish,2013,8.0,4.0,12.0,53,5254906.0,218.041,1,1,0
Kimi Räikkönen,Finnish,2013,9.0,5.0,10.0,53,5256626.0,218.865,1,1,0
Nico Hülkenberg,German,2013,7.0,6.0,8.0,53,5260916.0,216.674,1,1,0
Esteban Gutiérrez,Mexican,2013,14.0,7.0,6.0,53,5280931.0,216.636,1,1,0
Nico Rosberg,German,2013,6.0,8.0,4.0,53,5281324.0,220.868,1,1,0
Jenson Button,British,2013,10.0,9.0,2.0,53,5290122.0,218.79,1,1,0
Felipe Massa,Brazilian,2013,5.0,10.0,1.0,53,5298564.0,215.515,1,1,0
Paul di Resta,British,2013,12.0,11.0,0.0,53,5307873.0,214.617,1,1,0
Jean-Éric Vergne,French,2013,17.0,12.0,0.0,52,,218.0,11,0,0
Daniel Ricciardo,Australian,2013,16.0,13.0,0.0,52,,220.008,11,0,0
Adrian Sutil,German,2013,22.0,14.0,0.0,52,,214.705,11,0,0
Sergio Pérez,Mexican,2013,11.0,15.0,0.0,52,,218.114,11,0,0
Pastor Maldonado,Venezuelan,2013,15.0,16.0,0.0,52,,214.581,11,0,0
Valtteri Bottas,Finnish,2013,13.0,17.0,0.0,52,,213.632,11,0,0
Charles Pic,French,2013,20.0,18.0,0.0,52,,214.436,11,0,0
Max Chilton,British,2013,18.0,19.0,0.0,52,,211.777,11,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,60,5472187.0,209.383,1,1,1
Nico Rosberg,German,2013,2.0,2.0,18.0,60,5502010.0,207.732,1,1,1
Romain Grosjean,French,2013,17.0,3.0,15.0,60,5512079.0,207.779,1,1,1
Felipe Massa,Brazilian,2013,5.0,4.0,12.0,60,5513879.0,207.569,1,1,0
Sergio Pérez,Mexican,2013,9.0,5.0,10.0,60,5516016.0,208.467,1,1,0
Lewis Hamilton,British,2013,3.0,6.0,8.0,60,5524662.0,207.182,1,1,0
Kimi Räikkönen,Finnish,2013,6.0,7.0,6.0,60,5540175.0,210.426,1,1,0
Paul di Resta,British,2013,12.0,8.0,4.0,60,5545055.0,206.606,1,1,0
Adrian Sutil,German,2013,13.0,9.0,2.0,60,5546921.0,208.665,1,1,0
Daniel Ricciardo,Australian,2013,11.0,10.0,1.0,60,5548424.0,207.697,1,1,0
Fernando Alonso,Spanish,2013,8.0,11.0,0.0,60,5550484.0,207.983,1,1,0
Pastor Maldonado,Venezuelan,2013,18.0,12.0,0.0,60,5551138.0,207.275,1,1,0
Jean-Éric Vergne,French,2013,14.0,13.0,0.0,59,,206.653,11,0,0
Jenson Button,British,2013,10.0,14.0,0.0,59,,207.737,11,0,0
Esteban Gutiérrez,Mexican,2013,16.0,15.0,0.0,59,,208.046,11,0,0
Valtteri Bottas,Finnish,2013,15.0,16.0,0.0,59,,207.471,11,0,0
Max Chilton,British,2013,22.0,17.0,0.0,58,,204.239,12,0,0
Jules Bianchi,French,2013,19.0,18.0,0.0,58,,204.611,12,0,0
Nico Hülkenberg,German,2013,7.0,19.0,0.0,54,,207.426,26,0,0
Sebastian Vettel,German,2013,2.0,1.0,25.0,55,5886106.0,192.451,1,1,1
Mark Webber,Australian,2013,1.0,2.0,18.0,55,5916935.0,191.583,1,1,1
Nico Rosberg,German,2013,3.0,3.0,15.0,55,5919756.0,191.41,1,1,1
Romain Grosjean,French,2013,6.0,4.0,12.0,55,5920908.0,191.699,1,1,0
Fernando Alonso,Spanish,2013,10.0,5.0,10.0,55,5953287.0,193.305,1,1,0
Paul di Resta,British,2013,11.0,6.0,8.0,55,5964280.0,189.007,1,1,0
Lewis Hamilton,British,2013,4.0,7.0,6.0,55,5965373.0,189.586,1,1,0
Felipe Massa,Brazilian,2013,7.0,8.0,4.0,55,5968992.0,189.615,1,1,0
Sergio Pérez,Mexican,2013,8.0,9.0,2.0,55,5977304.0,189.637,1,1,0
Adrian Sutil,German,2013,17.0,10.0,1.0,55,5979363.0,189.324,1,1,0
Pastor Maldonado,Venezuelan,2013,14.0,11.0,0.0,55,5982095.0,189.466,1,1,0
Jenson Button,British,2013,12.0,12.0,0.0,55,5989873.0,188.03,1,1,0
Esteban Gutiérrez,Mexican,2013,16.0,13.0,0.0,55,5990401.0,188.672,1,1,0
Nico Hülkenberg,German,2013,5.0,14.0,0.0,54,,189.394,11,0,0
Valtteri Bottas,Finnish,2013,15.0,15.0,0.0,54,,191.607,11,0,0
Daniel Ricciardo,Australian,2013,9.0,16.0,0.0,54,,188.551,11,0,0
Jean-Éric Vergne,French,2013,13.0,17.0,0.0,54,,191.302,11,0,0
Giedo van der Garde,Dutch,2013,18.0,18.0,0.0,54,,187.578,11,0,0
Charles Pic,French,2013,19.0,19.0,0.0,54,,187.86,11,0,0
Jules Bianchi,French,2013,21.0,20.0,0.0,53,,185.788,12,0,0
Max Chilton,British,2013,20.0,21.0,0.0,53,,185.636,12,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,56,5957148.0,198.754,1,1,1
Romain Grosjean,French,2013,3.0,2.0,18.0,56,5963432.0,197.588,1,1,1
Mark Webber,Australian,2013,2.0,3.0,15.0,56,5965544.0,197.301,1,1,1
Lewis Hamilton,British,2013,5.0,4.0,12.0,56,5984506.0,196.857,1,1,0
Fernando Alonso,Spanish,2013,6.0,5.0,10.0,56,5986740.0,196.141,1,1,0
Nico Hülkenberg,German,2013,4.0,6.0,8.0,56,5987548.0,196.596,1,1,0
Sergio Pérez,Mexican,2013,7.0,7.0,6.0,56,6003840.0,194.901,1,1,0
Valtteri Bottas,Finnish,2013,9.0,8.0,4.0,56,6011657.0,197.496,1,1,0
Nico Rosberg,German,2013,12.0,9.0,2.0,56,6016289.0,196.244,1,1,0
Jenson Button,British,2013,15.0,10.0,1.0,56,6034426.0,195.95,1,1,0
Daniel Ricciardo,Australian,2013,10.0,11.0,0.0,56,6038152.0,194.349,1,1,0
Jean-Éric Vergne,French,2013,14.0,12.0,0.0,56,6041722.0,195.882,1,1,0
Felipe Massa,Brazilian,2013,13.0,13.0,0.0,56,6044062.0,196.097,1,1,0
Esteban Gutiérrez,Mexican,2013,20.0,14.0,0.0,56,6048855.0,195.725,1,1,0
Heikki Kovalainen,Finnish,2013,8.0,15.0,0.0,56,6052211.0,196.448,1,1,0
Paul di Resta,British,2013,11.0,16.0,0.0,56,6054001.0,196.215,1,1,0
Pastor Maldonado,Venezuelan,2013,17.0,17.0,0.0,55,,192.578,11,0,0
Jules Bianchi,French,2013,19.0,18.0,0.0,55,,191.906,11,0,0
Giedo van der Garde,Dutch,2013,18.0,19.0,0.0,55,,190.957,11,0,0
Charles Pic,French,2013,22.0,20.0,0.0,55,,190.893,11,0,0
Max Chilton,British,2013,21.0,21.0,0.0,54,,191.248,12,0,0
Sebastian Vettel,German,2013,1.0,1.0,25.0,71,5556300.0,205.125,1,1,1
Mark Webber,Australian,2013,4.0,2.0,18.0,71,5566752.0,205.636,1,1,1
Fernando Alonso,Spanish,2013,3.0,3.0,15.0,71,5575213.0,205.473,1,1,1
Jenson Button,British,2013,14.0,4.0,12.0,71,5593660.0,202.909,1,1,0
Nico Rosberg,German,2013,2.0,5.0,10.0,71,5595348.0,202.93,1,1,0
Sergio Pérez,Mexican,2013,19.0,6.0,8.0,71,5600351.0,203.451,1,1,0
Felipe Massa,Brazilian,2013,9.0,7.0,6.0,71,5605410.0,202.856,1,1,0
Nico Hülkenberg,German,2013,10.0,8.0,4.0,71,5620552.0,201.979,1,1,0
Lewis Hamilton,British,2013,5.0,9.0,2.0,71,5629203.0,202.268,1,1,0
Daniel Ricciardo,Australian,2013,7.0,10.0,1.0,70,,201.527,11,0,0
Paul di Resta,British,2013,12.0,11.0,0.0,70,,201.839,11,0,0
Esteban Gutiérrez,Mexican,2013,17.0,12.0,0.0,70,,202.702,11,0,0
Adrian Sutil,German,2013,15.0,13.0,0.0,70,,203.979,11,0,0
Heikki Kovalainen,Finnish,2013,11.0,14.0,0.0,70,,200.81,11,0,0
Jean-Éric Vergne,French,2013,8.0,15.0,0.0,70,,202.01,11,0,0
Pastor Maldonado,Venezuelan,2013,16.0,16.0,0.0,70,,200.02,11,0,0
Jules Bianchi,French,2013,21.0,17.0,0.0,69,,199.601,12,0,0
Giedo van der Garde,Dutch,2013,20.0,18.0,0.0,69,,199.927,12,0,0
Max Chilton,British,2013,22.0,19.0,0.0,69,,200.727,12,0,0
Nico Rosberg,German,2014,3.0,1.0,25.0,57,5578710.0,206.436,1,1,1
Kevin Magnussen,Danish,2014,4.0,2.0,18.0,57,5605487.0,205.131,1,1,1
Jenson Button,British,2014,10.0,3.0,15.0,57,5608737.0,205.46,1,1,1
Fernando Alonso,Spanish,2014,5.0,4.0,12.0,57,5613994.0,204.867,1,1,0
Valtteri Bottas,Finnish,2014,15.0,5.0,10.0,57,5626349.0,206.128,1,1,0
Nico Hülkenberg,German,2014,7.0,6.0,8.0,57,5629428.0,206.235,1,1,0
Kimi Räikkönen,Finnish,2014,11.0,7.0,6.0,57,5636385.0,204.814,1,1,0
Jean-Éric Vergne,French,2014,6.0,8.0,4.0,57,5639151.0,203.763,1,1,0
Daniil Kvyat,Russian,2014,8.0,9.0,2.0,57,5642295.0,203.387,1,1,0
Sergio Pérez,Mexican,2014,16.0,10.0,1.0,57,5664626.0,206.088,1,1,0
Adrian Sutil,German,2014,13.0,11.0,0.0,56,,204.472,11,0,0
Esteban Gutiérrez,Mexican,2014,20.0,12.0,0.0,56,,201.882,11,0,0
Max Chilton,British,2014,17.0,13.0,0.0,55,,202.658,12,0,0
Lewis Hamilton,British,2014,1.0,1.0,25.0,56,6025974.0,193.611,1,1,1
Nico Rosberg,German,2014,3.0,2.0,18.0,56,6043287.0,191.946,1,1,1
Sebastian Vettel,German,2014,2.0,3.0,15.0,56,6050508.0,191.341,1,1,1
Fernando Alonso,Spanish,2014,4.0,4.0,12.0,56,6061966.0,191.569,1,1,0
Nico Hülkenberg,German,2014,7.0,5.0,10.0,56,6073173.0,188.284,1,1,0
Jenson Button,British,2014,10.0,6.0,8.0,56,6109665.0,188.183,1,1,0
Felipe Massa,Brazilian,2014,13.0,7.0,6.0,56,6111050.0,190.232,1,1,0
Valtteri Bottas,Finnish,2014,18.0,8.0,4.0,56,6111511.0,189.189,1,1,0
Kevin Magnussen,Danish,2014,8.0,9.0,2.0,55,,189.372,11,0,0
Daniil Kvyat,Russian,2014,11.0,10.0,1.0,55,,187.026,11,0,0
Romain Grosjean,French,2014,15.0,11.0,0.0,55,,187.855,11,0,0
Kimi Räikkönen,Finnish,2014,6.0,12.0,0.0,55,,189.812,11,0,0
Kamui Kobayashi,Japanese,2014,20.0,13.0,0.0,55,,185.19,11,0,0
Marcus Ericsson,Swedish,2014,22.0,14.0,0.0,54,,185.626,12,0,0
Max Chilton,British,2014,21.0,15.0,0.0,54,,184.341,12,0,0
Lewis Hamilton,British,2014,2.0,1.0,25.0,57,5982743.0,200.634,1,1,1
Nico Rosberg,German,2014,1.0,2.0,18.0,57,5983828.0,200.816,1,1,1
Sergio Pérez,Mexican,2014,4.0,3.0,15.0,57,6006810.0,196.165,1,1,1
Daniel Ricciardo,Australian,2014,13.0,4.0,12.0,57,6007232.0,196.266,1,1,0
Nico Hülkenberg,German,2014,11.0,5.0,10.0,57,6011397.0,197.228,1,1,0
Sebastian Vettel,German,2014,10.0,6.0,8.0,57,6012622.0,196.181,1,1,0
Felipe Massa,Brazilian,2014,7.0,7.0,6.0,57,6014008.0,196.26,1,1,0
Valtteri Bottas,Finnish,2014,3.0,8.0,4.0,57,6014619.0,195.296,1,1,0
Fernando Alonso,Spanish,2014,9.0,9.0,2.0,57,6015338.0,195.355,1,1,0
Kimi Räikkönen,Finnish,2014,5.0,10.0,1.0,57,6016205.0,195.933,1,1,0
Daniil Kvyat,Russian,2014,12.0,11.0,0.0,57,6024085.0,194.52,1,1,0
Romain Grosjean,French,2014,16.0,12.0,0.0,57,6025886.0,195.923,1,1,0
Max Chilton,British,2014,21.0,13.0,0.0,57,6042652.0,191.34,1,1,0
Pastor Maldonado,Venezuelan,2014,17.0,14.0,0.0,57,6045546.0,195.484,1,1,0
Kamui Kobayashi,Japanese,2014,18.0,15.0,0.0,57,6070643.0,192.434,1,1,0
Jules Bianchi,French,2014,19.0,16.0,0.0,56,,190.684,11,0,0
Jenson Button,British,2014,6.0,17.0,0.0,55,,195.683,8,0,0
Lewis Hamilton,British,2014,1.0,1.0,25.0,54,5608338.0,193.916,1,1,1
