driver_name,nationality,year,grid,position,points,laps,milliseconds,fastestLapSpeed,statusId,finished,podium
Max Verstappen,Dutch,2017,4.0,5.0,10.0,71,5519202.0,218.349,1,1,0
Daniel Ricciardo,Australian,2017,14.0,6.0,8.0,71,5534953.0,215.363,1,1,0
Felipe Massa,Brazilian,2017,9.0,7.0,6.0,71,5555144.0,211.19,1,1,0
Fernando Alonso,Spanish,2017,6.0,8.0,4.0,71,5555625.0,211.193,1,1,0
Sergio Pérez,Mexican,2017,5.0,9.0,2.0,71,5555762.0,212.347,1,1,0
Nico Hülkenberg,German,2017,7.0,10.0,1.0,70,,210.314,11,0,0
Carlos Sainz,Spanish,2017,8.0,11.0,0.0,70,,210.694,11,0,0
Pierre Gasly,French,2017,19.0,12.0,0.0,70,,211.562,11,0,0
Marcus Ericsson,Swedish,2017,17.0,13.0,0.0,70,,210.577,11,0,0
Pascal Wehrlein,German,2017,15.0,14.0,0.0,70,,207.351,11,0,0
Romain Grosjean,French,2017,11.0,15.0,0.0,69,,210.961,12,0,0
Lance Stroll,Canadian,2017,16.0,16.0,0.0,69,,215.863,12,0,0
Valtteri Bottas,Finnish,2017,1.0,1.0,25.0,55,5654062.0,198.652,1,1,1
Lewis Hamilton,British,2017,2.0,2.0,18.0,55,5657961.0,197.041,1,1,1
Sebastian Vettel,German,2017,3.0,3.0,15.0,55,5673392.0,198.416,1,1,1
Kimi Räikkönen,Finnish,2017,5.0,4.0,12.0,55,5699448.0,195.376,1,1,0
Max Verstappen,Dutch,2017,6.0,5.0,10.0,55,5700331.0,195.969,1,1,0
Nico Hülkenberg,German,2017,7.0,6.0,8.0,55,5739775.0,195.303,1,1,0
Sergio Pérez,Mexican,2017,8.0,7.0,6.0,55,5746124.0,194.708,1,1,0
Esteban Ocon,French,2017,9.0,8.0,4.0,55,5752973.0,194.86,1,1,0
Fernando Alonso,Spanish,2017,11.0,9.0,2.0,54,,193.41,11,0,0
Felipe Massa,Brazilian,2017,10.0,10.0,1.0,54,,194.071,11,0,0
Romain Grosjean,French,2017,16.0,11.0,0.0,54,,195.187,11,0,0
Stoffel Vandoorne,Belgian,2017,13.0,12.0,0.0,54,,192.279,11,0,0
Kevin Magnussen,Danish,2017,14.0,13.0,0.0,54,,192.387,11,0,0
Pascal Wehrlein,German,2017,18.0,14.0,0.0,54,,192.5,11,0,0
Brendon Hartley,New Zealander,2017,20.0,15.0,0.0,54,,192.444,11,0,0
Pierre Gasly,French,2017,17.0,16.0,0.0,54,,192.542,11,0,0
Marcus Ericsson,Swedish,2017,19.0,17.0,0.0,54,,193.057,11,0,0
Lance Stroll,Canadian,2017,15.0,18.0,0.0,54,,195.402,11,0,0
Sebastian Vettel,German,2018,3.0,1.0,25.0,58,5373283.0,220.782,1,1,1
Lewis Hamilton,British,2018,1.0,2.0,18.0,58,5378319.0,220.845,1,1,1
Kimi Räikkönen,Finnish,2018,2.0,3.0,15.0,58,5379592.0,221.027,1,1,1
Daniel Ricciardo,Australian,2018,8.0,4.0,12.0,58,5380352.0,222.128,1,1,0
Fernando Alonso,Spanish,2018,10.0,5.0,10.0,58,5401169.0,219.489,1,1,0
Max Verstappen,Dutch,2018,4.0,6.0,8.0,58,5402228.0,219.737,1,1,0
Nico Hülkenberg,German,2018,7.0,7.0,6.0,58,5405954.0,219.23,1,1,0
Valtteri Bottas,Finnish,2018,15.0,8.0,4.0,58,5407622.0,219.386,1,1,0
Stoffel Vandoorne,Belgian,2018,11.0,9.0,2.0,58,5408204.0,219.54,1,1,0
Carlos Sainz,Spanish,2018,9.0,10.0,1.0,58,5419005.0,217.079,1,1,0
Sergio Pérez,Mexican,2018,12.0,11.0,0.0,58,5420100.0,217.849,1,1,0
Esteban Ocon,French,2018,14.0,12.0,0.0,58,5433561.0,217.931,1,1,0
Charles Leclerc,Monegasque,2018,18.0,13.0,0.0,58,5449042.0,215.085,1,1,0
Lance Stroll,Canadian,2018,13.0,14.0,0.0,58,5451571.0,215.688,1,1,0
Brendon Hartley,New Zealander,2018,16.0,15.0,0.0,57,,216.507,11,0,0
Sebastian Vettel,German,2018,1.0,1.0,25.0,57,5521940.0,206.274,1,1,1
Valtteri Bottas,Finnish,2018,3.0,2.0,18.0,57,5522639.0,207.842,1,1,1
Lewis Hamilton,British,2018,9.0,3.0,15.0,57,5528452.0,207.371,1,1,1
Pierre Gasly,French,2018,5.0,4.0,12.0,57,5584174.0,205.382,1,1,0
Kevin Magnussen,Danish,2018,6.0,5.0,10.0,57,5596986.0,206.549,1,1,0
Nico Hülkenberg,German,2018,7.0,6.0,8.0,57,5620964.0,205.807,1,1,0
Fernando Alonso,Spanish,2018,13.0,7.0,6.0,56,,206.898,11,0,0
Stoffel Vandoorne,Belgian,2018,14.0,8.0,4.0,56,,204.803,11,0,0
Marcus Ericsson,Swedish,2018,17.0,9.0,2.0,56,,204.885,11,0,0
Esteban Ocon,French,2018,8.0,10.0,1.0,56,,204.993,11,0,0
Carlos Sainz,Spanish,2018,10.0,11.0,0.0,56,,203.937,11,0,0
Charles Leclerc,Monegasque,2018,19.0,12.0,0.0,56,,204.924,11,0,0
Romain Grosjean,French,2018,16.0,13.0,0.0,56,,205.759,11,0,0
Lance Stroll,Canadian,2018,20.0,14.0,0.0,56,,204.961,11,0,0
Sergey Sirotkin,Russian,2018,18.0,15.0,0.0,56,,207.151,11,0,0
Sergio Pérez,Mexican,2018,12.0,16.0,0.0,56,,204.513,11,0,0
Brendon Hartley,New Zealander,2018,11.0,17.0,0.0,56,,206.034,11,0,0
Daniel Ricciardo,Australian,2018,6.0,1.0,25.0,56,5736380.0,204.871,1,1,1
Valtteri Bottas,Finnish,2018,3.0,2.0,18.0,56,5745274.0,202.332,1,1,1
Kimi Räikkönen,Finnish,2018,2.0,3.0,15.0,56,5746017.0,203.446,1,1,1
Lewis Hamilton,British,2018,4.0,4.0,12.0,56,5753365.0,202.559,1,1,0
Max Verstappen,Dutch,2018,5.0,5.0,10.0,56,5756816.0,203.974,1,1,0
Nico Hülkenberg,German,2018,7.0,6.0,8.0,56,5757432.0,202.553,1,1,0
Fernando Alonso,Spanish,2018,13.0,7.0,6.0,56,5767019.0,201.818,1,1,0
Sebastian Vettel,German,2018,1.0,8.0,4.0,56,5771666.0,201.311,1,1,0
Carlos Sainz,Spanish,2018,9.0,9.0,2.0,56,5772143.0,200.744,1,1,0
Kevin Magnussen,Danish,2018,11.0,10.0,1.0,56,5775974.0,199.93,1,1,0
Esteban Ocon,French,2018,12.0,11.0,0.0,56,5780430.0,200.271,1,1,0
Sergio Pérez,Mexican,2018,8.0,12.0,0.0,56,5781105.0,200.911,1,1,0
Stoffel Vandoorne,Belgian,2018,14.0,13.0,0.0,56,5785753.0,199.961,1,1,0
Lance Stroll,Canadian,2018,18.0,14.0,0.0,56,5791870.0,199.224,1,1,0
Sergey Sirotkin,Russian,2018,16.0,15.0,0.0,56,5794621.0,198.973,1,1,0
Marcus Ericsson,Swedish,2018,20.0,16.0,0.0,56,5798984.0,199.455,1,1,0
Romain Grosjean,French,2018,10.0,17.0,0.0,56,5801676.0,201.453,1,1,0
Pierre Gasly,French,2018,17.0,18.0,0.0,56,5802710.0,199.493,1,1,0
Charles Leclerc,Monegasque,2018,19.0,19.0,0.0,56,5818955.0,198.603,1,1,0
Brendon Hartley,New Zealander,2018,15.0,20.0,0.0,51,,197.468,130,0,0
Lewis Hamilton,British,2018,2.0,1.0,25.0,51,6224291.0,205.012,1,1,1
Kimi Räikkönen,Finnish,2018,6.0,2.0,18.0,51,6226751.0,202.874,1,1,1
Sergio Pérez,Mexican,2018,8.0,3.0,15.0,51,6228315.0,203.48,1,1,1
Sebastian Vettel,German,2018,1.0,4.0,12.0,51,6229620.0,204.783,1,1,0
Carlos Sainz,Spanish,2018,9.0,5.0,10.0,51,6231806.0,202.242,1,1,0
Charles Leclerc,Monegasque,2018,13.0,6.0,8.0,51,6233449.0,201.212,1,1,0
Fernando Alonso,Spanish,2018,12.0,7.0,6.0,51,6235222.0,201.126,1,1,0
Lance Stroll,Canadian,2018,10.0,8.0,4.0,51,6236837.0,202.319,1,1,0
Stoffel Vandoorne,Belgian,2018,16.0,9.0,2.0,51,6238443.0,200.72,1,1,0
Brendon Hartley,New Zealander,2018,19.0,10.0,1.0,51,6242321.0,199.567,1,1,0
Marcus Ericsson,Swedish,2018,18.0,11.0,0.0,51,6242803.0,200.239,1,1,0
Pierre Gasly,French,2018,17.0,12.0,0.0,51,6249011.0,200.035,1,1,0
Kevin Magnussen,Danish,2018,15.0,13.0,0.0,51,6264954.0,199.813,1,1,0
Lewis Hamilton,British,2018,1.0,1.0,25.0,66,5729972.0,211.77,1,1,1
Valtteri Bottas,Finnish,2018,2.0,2.0,18.0,66,5750565.0,210.85,1,1,1
Max Verstappen,Dutch,2018,5.0,3.0,15.0,66,5756845.0,210.999,1,1,1
Sebastian Vettel,German,2018,3.0,4.0,12.0,66,5757556.0,211.783,1,1,0
Daniel Ricciardo,Australian,2018,6.0,5.0,10.0,66,5780030.0,213.638,1,1,0
Kevin Magnussen,Danish,2018,7.0,6.0,8.0,65,,208.832,11,0,0
Carlos Sainz,Spanish,2018,9.0,7.0,6.0,65,,206.064,11,0,0
Fernando Alonso,Spanish,2018,8.0,8.0,4.0,65,,207.588,11,0,0
Sergio Pérez,Mexican,2018,15.0,9.0,2.0,64,,206.562,12,0,0
Charles Leclerc,Monegasque,2018,14.0,10.0,1.0,64,,204.062,12,0,0
Lance Stroll,Canadian,2018,18.0,11.0,0.0,64,,204.129,12,0,0
Brendon Hartley,New Zealander,2018,20.0,12.0,0.0,64,,205.773,12,0,0
Marcus Ericsson,Swedish,2018,17.0,13.0,0.0,64,,203.159,12,0,0
Sergey Sirotkin,Russian,2018,19.0,14.0,0.0,63,,202.685,13,0,0
Daniel Ricciardo,Australian,2018,1.0,1.0,25.0,78,6174807.0,158.984,1,1,1
Sebastian Vettel,German,2018,2.0,2.0,18.0,78,6182143.0,157.933,1,1,1
Lewis Hamilton,British,2018,3.0,3.0,15.0,78,6191820.0,157.508,1,1,1
Kimi Räikkönen,Finnish,2018,4.0,4.0,12.0,78,6192934.0,157.257,1,1,0
Valtteri Bottas,Finnish,2018,5.0,5.0,10.0,78,6193629.0,157.422,1,1,0
Esteban Ocon,French,2018,6.0,6.0,8.0,78,6198474.0,155.96,1,1,0
Pierre Gasly,French,2018,10.0,7.0,6.0,78,6199138.0,155.815,1,1,0
Nico Hülkenberg,German,2018,11.0,8.0,4.0,78,6199646.0,157.941,1,1,0
Max Verstappen,Dutch,2018,20.0,9.0,2.0,78,6200124.0,161.772,1,1,0
Carlos Sainz,Spanish,2018,8.0,10.0,1.0,78,6243820.0,155.027,1,1,0
Marcus Ericsson,Swedish,2018,16.0,11.0,0.0,78,6244671.0,156.145,1,1,0
Sergio Pérez,Mexican,2018,9.0,12.0,0.0,78,6245268.0,154.917,1,1,0
Kevin Magnussen,Danish,2018,19.0,13.0,0.0,78,6249630.0,155.057,1,1,0
Stoffel Vandoorne,Belgian,2018,12.0,14.0,0.0,77,,156.291,11,0,0
Romain Grosjean,French,2018,18.0,15.0,0.0,77,,160.557,11,0,0
Sergey Sirotkin,Russian,2018,13.0,16.0,0.0,77,,159.484,11,0,0
Lance Stroll,Canadian,2018,17.0,17.0,0.0,76,,160.295,12,0,0
Sebastian Vettel,German,2018,1.0,1.0,25.0,68,5311377.0,212.26,1,1,1
Valtteri Bottas,Finnish,2018,2.0,2.0,18.0,68,5318753.0,212.179,1,1,1
Max Verstappen,Dutch,2018,3.0,3.0,15.0,68,5319737.0,212.547,1,1,1
Daniel Ricciardo,Australian,2018,6.0,4.0,12.0,68,5332269.0,211.701,1,1,0
Lewis Hamilton,British,2018,4.0,5.0,10.0,68,5332936.0,211.633,1,1,0
Kimi Räikkönen,Finnish,2018,5.0,6.0,8.0,68,5338561.0,211.941,1,1,0
Nico Hülkenberg,German,2018,7.0,7.0,6.0,67,,207.699,11,0,0
Carlos Sainz,Spanish,2018,9.0,8.0,4.0,67,,207.485,11,0,0
Esteban Ocon,French,2018,8.0,9.0,2.0,67,,207.639,11,0,0
Charles Leclerc,Monegasque,2018,13.0,10.0,1.0,67,,207.996,11,0,0
Pierre Gasly,French,2018,16.0,11.0,0.0,67,,207.395,11,0,0
Romain Grosjean,French,2018,20.0,12.0,0.0,67,,208.024,11,0,0
Kevin Magnussen,Danish,2018,11.0,13.0,0.0,67,,208.214,11,0,0
Sergio Pérez,Mexican,2018,10.0,14.0,0.0,67,,209.049,11,0,0
Marcus Ericsson,Swedish,2018,19.0,15.0,0.0,66,,205.484,12,0,0
Stoffel Vandoorne,Belgian,2018,15.0,16.0,0.0,66,,207.214,12,0,0
Sergey Sirotkin,Russian,2018,18.0,17.0,0.0,66,,206.78,12,0,0
Lewis Hamilton,British,2018,1.0,1.0,25.0,53,5411385.0,222.531,1,1,1
Max Verstappen,Dutch,2018,4.0,2.0,18.0,53,5418475.0,223.083,1,1,1
Kimi Räikkönen,Finnish,2018,6.0,3.0,15.0,53,5437273.0,222.792,1,1,1
Daniel Ricciardo,Australian,2018,5.0,4.0,12.0,53,5446121.0,220.494,1,1,0
Sebastian Vettel,German,2018,3.0,5.0,10.0,53,5473320.0,222.587,1,1,0
Kevin Magnussen,Danish,2018,9.0,6.0,8.0,53,5490749.0,220.395,1,1,0
Valtteri Bottas,Finnish,2018,2.0,7.0,6.0,53,5492017.0,223.201,1,1,0
Carlos Sainz,Spanish,2018,7.0,8.0,4.0,53,5498569.0,219.904,1,1,0
Nico Hülkenberg,German,2018,12.0,9.0,2.0,53,5503374.0,219.365,1,1,0
Charles Leclerc,Monegasque,2018,8.0,10.0,1.0,53,5505258.0,219.127,1,1,0
Romain Grosjean,French,2018,10.0,11.0,0.0,52,,219.773,11,0,0
Stoffel Vandoorne,Belgian,2018,17.0,12.0,0.0,52,,217.545,11,0,0
Marcus Ericsson,Swedish,2018,15.0,13.0,0.0,52,,217.953,11,0,0
Brendon Hartley,New Zealander,2018,20.0,14.0,0.0,52,,217.176,11,0,0
Sergey Sirotkin,Russian,2018,18.0,15.0,0.0,52,,213.949,11,0,0
Fernando Alonso,Spanish,2018,16.0,16.0,0.0,50,,221.071,36,0,0
Lance Stroll,Canadian,2018,19.0,17.0,0.0,48,,213.907,29,0,0
Max Verstappen,Dutch,2018,4.0,1.0,25.0,71,4916024.0,230.491,1,1,1
Kimi Räikkönen,Finnish,2018,3.0,2.0,18.0,71,4917528.0,232.16,1,1,1
Sebastian Vettel,German,2018,6.0,3.0,15.0,71,4919205.0,231.728,1,1,1
Romain Grosjean,French,2018,5.0,4.0,12.0,70,,225.055,11,0,0
Kevin Magnussen,Danish,2018,8.0,5.0,10.0,70,,227.01,11,0,0
Esteban Ocon,French,2018,11.0,6.0,8.0,70,,225.777,11,0,0
Sergio Pérez,Mexican,2018,16.0,7.0,6.0,70,,226.918,11,0,0
Fernando Alonso,Spanish,2018,13.0,8.0,4.0,70,,226.399,11,0,0
Charles Leclerc,Monegasque,2018,18.0,9.0,2.0,70,,225.267,11,0,0
Marcus Ericsson,Swedish,2018,20.0,10.0,1.0,70,,227.876,11,0,0
Pierre Gasly,French,2018,12.0,11.0,0.0,70,,224.327,11,0,0
Carlos Sainz,Spanish,2018,9.0,12.0,0.0,70,,226.053,11,0,0
Sergey Sirotkin,Russian,2018,17.0,13.0,0.0,69,,225.381,12,0,0
Lance Stroll,Canadian,2018,14.0,14.0,0.0,69,,224.626,12,0,0
Stoffel Vandoorne,Belgian,2018,15.0,15.0,0.0,65,,225.633,130,0,0
Sebastian Vettel,German,2018,2.0,1.0,25.0,52,5249784.0,233.831,1,1,1
Lewis Hamilton,British,2018,1.0,2.0,18.0,52,5252048.0,232.424,1,1,1
Kimi Räikkönen,Finnish,2018,3.0,3.0,15.0,52,5253436.0,233.576,1,1,1
Valtteri Bottas,Finnish,2018,4.0,4.0,12.0,52,5258667.0,232.089,1,1,0
Daniel Ricciardo,Australian,2018,6.0,5.0,10.0,52,5259284.0,231.551,1,1,0
Nico Hülkenberg,German,2018,11.0,6.0,8.0,52,5278004.0,227.049,1,1,0
Esteban Ocon,French,2018,10.0,7.0,6.0,52,5279714.0,226.562,1,1,0
Fernando Alonso,Spanish,2018,13.0,8.0,4.0,52,5280899.0,226.862,1,1,0
Kevin Magnussen,Danish,2018,7.0,9.0,2.0,52,5282972.0,226.567,1,1,0
Sergio Pérez,Mexican,2018,12.0,10.0,1.0,52,5284492.0,226.887,1,1,0
Stoffel Vandoorne,Belgian,2018,17.0,11.0,0.0,52,5285558.0,226.695,1,1,0
Lance Stroll,Canadian,2018,19.0,12.0,0.0,52,5287890.0,225.927,1,1,0
Pierre Gasly,French,2018,14.0,13.0,0.0,52,5288913.0,226.904,1,1,0
Sergey Sirotkin,Russian,2018,18.0,14.0,0.0,52,5297897.0,224.134,1,1,0
Lewis Hamilton,British,2018,14.0,1.0,25.0,67,5549845.0,217.968,1,1,1
Valtteri Bottas,Finnish,2018,2.0,2.0,18.0,67,5554380.0,217.461,1,1,1
Kimi Räikkönen,Finnish,2018,3.0,3.0,15.0,67,5556577.0,216.691,1,1,1
Max Verstappen,Dutch,2018,4.0,4.0,12.0,67,5557499.0,217.085,1,1,0
Nico Hülkenberg,German,2018,7.0,5.0,10.0,67,5576454.0,211.351,1,1,0
Romain Grosjean,French,2018,6.0,6.0,8.0,67,5578716.0,214.641,1,1,0
Sergio Pérez,Mexican,2018,10.0,7.0,6.0,67,5580401.0,211.468,1,1,0
Esteban Ocon,French,2018,15.0,8.0,4.0,67,5581595.0,211.267,1,1,0
Marcus Ericsson,Swedish,2018,13.0,9.0,2.0,67,5582207.0,211.8,1,1,0
Brendon Hartley,New Zealander,2018,17.0,10.0,1.0,67,5584042.0,211.974,1,1,0
Kevin Magnussen,Danish,2018,5.0,11.0,0.0,67,5584764.0,211.93,1,1,0
Carlos Sainz,Spanish,2018,8.0,12.0,0.0,67,5592914.0,212.661,1,1,0
Stoffel Vandoorne,Belgian,2018,19.0,13.0,0.0,67,5596462.0,212.368,1,1,0
Pierre Gasly,French,2018,16.0,14.0,0.0,66,,211.753,11,0,0
Charles Leclerc,Monegasque,2018,9.0,15.0,0.0,66,,211.509,11,0,0
Fernando Alonso,Spanish,2018,11.0,16.0,0.0,65,,211.811,31,0,0
Lewis Hamilton,British,2018,1.0,1.0,25.0,70,5836427.0,194.454,1,1,1
Sebastian Vettel,German,2018,4.0,2.0,18.0,70,5853550.0,197.007,1,1,1
Kimi Räikkönen,Finnish,2018,3.0,3.0,15.0,70,5856528.0,196.428,1,1,1
Daniel Ricciardo,Australian,2018,12.0,4.0,12.0,70,5882846.0,197.115,1,1,0
Valtteri Bottas,Finnish,2018,2.0,5.0,10.0,70,5886427.0,192.957,1,1,0
Pierre Gasly,French,2018,6.0,6.0,8.0,70,5909700.0,193.078,1,1,0
Kevin Magnussen,Danish,2018,9.0,7.0,6.0,69,,193.987,11,0,0
Fernando Alonso,Spanish,2018,11.0,8.0,4.0,69,,192.125,11,0,0
Carlos Sainz,Spanish,2018,5.0,9.0,2.0,69,,190.538,11,0,0
Romain Grosjean,French,2018,10.0,10.0,1.0,69,,190.925,11,0,0
Brendon Hartley,New Zealander,2018,8.0,11.0,0.0,69,,190.911,11,0,0
Nico Hülkenberg,German,2018,13.0,12.0,0.0,69,,194.085,11,0,0
Esteban Ocon,French,2018,18.0,13.0,0.0,69,,190.303,11,0,0
Sergio Pérez,Mexican,2018,19.0,14.0,0.0,69,,189.419,11,0,0
Marcus Ericsson,Swedish,2018,14.0,15.0,0.0,68,,188.495,12,0,0
Sergey Sirotkin,Russian,2018,20.0,16.0,0.0,68,,188.412,12,0,0
Lance Stroll,Canadian,2018,15.0,17.0,0.0,68,,190.8,12,0,0
Sebastian Vettel,German,2018,2.0,1.0,25.0,44,5014476.0,236.435,1,1,1
Lewis Hamilton,British,2018,1.0,2.0,18.0,44,5025537.0,236.264,1,1,1
Max Verstappen,Dutch,2018,7.0,3.0,15.0,44,5045848.0,235.767,1,1,1
Valtteri Bottas,Finnish,2018,19.0,4.0,12.0,44,5078081.0,237.231,1,1,0
Sergio Pérez,Mexican,2018,4.0,5.0,10.0,44,5085499.0,233.293,1,1,0
Esteban Ocon,French,2018,3.0,6.0,8.0,44,5093996.0,233.298,1,1,0
Romain Grosjean,French,2018,5.0,7.0,6.0,44,5100429.0,232.856,1,1,0
Kevin Magnussen,Danish,2018,9.0,8.0,4.0,44,5102115.0,233.602,1,1,0
Pierre Gasly,French,2018,10.0,9.0,2.0,44,5120368.0,232.202,1,1,0
Marcus Ericsson,Swedish,2018,13.0,10.0,1.0,43,,231.976,11,0,0
Carlos Sainz,Spanish,2018,14.0,11.0,0.0,43,,232.027,11,0,0
Sergey Sirotkin,Russian,2018,16.0,12.0,0.0,43,,231.085,11,0,0
Lance Stroll,Canadian,2018,17.0,13.0,0.0,43,,230.717,11,0,0
Brendon Hartley,New Zealander,2018,11.0,14.0,0.0,43,,231.843,11,0,0
Stoffel Vandoorne,Belgian,2018,18.0,15.0,0.0,43,,231.418,11,0,0
Lewis Hamilton,British,2018,3.0,1.0,25.0,53,4614484.0,252.794,1,1,1
Kimi Räikkönen,Finnish,2018,1.0,2.0,18.0,53,4623189.0,249.713,1,1,1
Valtteri Bottas,Finnish,2018,4.0,3.0,15.0,53,4628550.0,251.544,1,1,1
Sebastian Vettel,German,2018,2.0,4.0,12.0,53,4630635.0,252.77,1,1,0
Max Verstappen,Dutch,2018,5.0,5.0,10.0,53,4632692.0,249.432,1,1,0
Esteban Ocon,French,2018,8.0,6.0,8.0,53,4672245.0,247.555,1,1,0
Sergio Pérez,Mexican,2018,14.0,7.0,6.0,53,4673162.0,247.743,1,1,0
Carlos Sainz,Spanish,2018,7.0,8.0,4.0,53,4692624.0,249.671,1,1,0
Lance Stroll,Canadian,2018,10.0,9.0,2.0,52,,248.106,11,0,0
Sergey Sirotkin,Russian,2018,12.0,10.0,1.0,52,,246.568,11,0,0
Charles Leclerc,Monegasque,2018,15.0,11.0,0.0,52,,248.959,11,0,0
Stoffel Vandoorne,Belgian,2018,17.0,12.0,0.0,52,,246.79,11,0,0
Nico Hülkenberg,German,2018,20.0,13.0,0.0,52,,246.01,11,0,0
Pierre Gasly,French,2018,9.0,14.0,0.0,52,,248.097,11,0,0
Marcus Ericsson,Swedish,2018,18.0,15.0,0.0,52,,246.024,11,0,0
Kevin Magnussen,Danish,2018,11.0,16.0,0.0,52,,248.959,11,0,0
Lewis Hamilton,British,2018,1.0,1.0,25.0,61,6671611.0,177.108,1,1,1
Max Verstappen,Dutch,2018,2.0,2.0,18.0,61,6680572.0,176.368,1,1,1
Sebastian Vettel,German,2018,3.0,3.0,15.0,61,6711595.0,174.137,1,1,1
Valtteri Bottas,Finnish,2018,4.0,4.0,12.0,61,6723541.0,174.052,1,1,0
Kimi Räikkönen,Finnish,2018,5.0,5.0,10.0,61,6724612.0,174.061,1,1,0
Daniel Ricciardo,Australian,2018,6.0,6.0,8.0,61,6725593.0,176.753,1,1,0
Fernando Alonso,Spanish,2018,11.0,7.0,6.0,61,6774612.0,176.677,1,1,0
Carlos Sainz,Spanish,2018,12.0,8.0,4.0,60,,173.24,11,0,0
Charles Leclerc,Monegasque,2018,13.0,9.0,2.0,60,,173.253,11,0,0
Nico Hülkenberg,German,2018,10.0,10.0,1.0,60,,171.8,11,0,0
Marcus Ericsson,Swedish,2018,14.0,11.0,0.0,60,,173.309,11,0,0
Stoffel Vandoorne,Belgian,2018,18.0,12.0,0.0,60,,172.675,11,0,0
Pierre Gasly,French,2018,15.0,13.0,0.0,60,,171.848,11,0,0
Lance Stroll,Canadian,2018,20.0,14.0,0.0,60,,171.897,11,0,0
Romain Grosjean,French,2018,8.0,15.0,0.0,60,,172.106,11,0,0
Sergio Pérez,Mexican,2018,7.0,16.0,0.0,60,,172.947,11,0,0
Brendon Hartley,New Zealander,2018,17.0,17.0,0.0,60,,173.772,11,0,0
Kevin Magnussen,Danish,2018,16.0,18.0,0.0,59,,178.86,12,0,0
Sergey Sirotkin,Russian,2018,19.0,19.0,0.0,59,,172.11,12,0,0
Lewis Hamilton,British,2018,2.0,1.0,25.0,53,5245181.0,219.492,1,1,1
Valtteri Bottas,Finnish,2018,1.0,2.0,18.0,53,5247726.0,219.617,1,1,1
Sebastian Vettel,German,2018,3.0,3.0,15.0,53,5252668.0,219.322,1,1,1
Kimi Räikkönen,Finnish,2018,4.0,4.0,12.0,53,5261724.0,217.913,1,1,0
Max Verstappen,Dutch,2018,19.0,5.0,10.0,53,5276197.0,218.655,1,1,0
Daniel Ricciardo,Australian,2018,18.0,6.0,8.0,53,5325632.0,218.514,1,1,0
Charles Leclerc,Monegasque,2018,7.0,7.0,6.0,53,5343571.0,214.59,1,1,0
Kevin Magnussen,Danish,2018,5.0,8.0,4.0,52,,214.791,11,0,0
Esteban Ocon,French,2018,6.0,9.0,2.0,52,,214.025,11,0,0
Sergio Pérez,Mexican,2018,8.0,10.0,1.0,52,,214.168,11,0,0
Romain Grosjean,French,2018,9.0,11.0,0.0,52,,214.29,11,0,0
Nico Hülkenberg,German,2018,12.0,12.0,0.0,52,,212.422,11,0,0
Marcus Ericsson,Swedish,2018,10.0,13.0,0.0,52,,214.975,11,0,0
Fernando Alonso,Spanish,2018,16.0,14.0,0.0,52,,211.394,11,0,0
Lance Stroll,Canadian,2018,14.0,15.0,0.0,52,,211.724,11,0,0
Stoffel Vandoorne,Belgian,2018,15.0,16.0,0.0,51,,210.692,12,0,0
Carlos Sainz,Spanish,2018,11.0,17.0,0.0,51,,211.095,12,0,0
Sergey Sirotkin,Russian,2018,13.0,18.0,0.0,51,,210.869,12,0,0
Lewis Hamilton,British,2018,1.0,1.0,25.0,53,5237062.0,225.307,1,1,1
Valtteri Bottas,Finnish,2018,2.0,2.0,18.0,53,5249981.0,224.521,1,1,1
Max Verstappen,Dutch,2018,3.0,3.0,15.0,53,5251357.0,223.903,1,1,1
Daniel Ricciardo,Australian,2018,15.0,4.0,12.0,53,5256557.0,224.336,1,1,0
Kimi Räikkönen,Finnish,2018,4.0,5.0,10.0,53,5288060.0,221.869,1,1,0
Sebastian Vettel,German,2018,8.0,6.0,8.0,53,5306935.0,226.447,1,1,0
Sergio Pérez,Mexican,2018,9.0,7.0,6.0,53,5316441.0,222.223,1,1,0
Romain Grosjean,French,2018,5.0,8.0,4.0,53,5324260.0,220.551,1,1,0
Esteban Ocon,French,2018,11.0,9.0,2.0,53,5325117.0,220.821,1,1,0
Carlos Sainz,Spanish,2018,13.0,10.0,1.0,52,,221.93,11,0,0
Pierre Gasly,French,2018,7.0,11.0,0.0,52,,222.081,11,0,0
Marcus Ericsson,Swedish,2018,20.0,12.0,0.0,52,,217.097,11,0,0
Brendon Hartley,New Zealander,2018,6.0,13.0,0.0,52,,220.386,11,0,0
Fernando Alonso,Spanish,2018,18.0,14.0,0.0,52,,222.53,11,0,0
Stoffel Vandoorne,Belgian,2018,19.0,15.0,0.0,52,,220.001,11,0,0
Sergey Sirotkin,Russian,2018,17.0,16.0,0.0,52,,222.431,11,0,0
Lance Stroll,Canadian,2018,14.0,17.0,0.0,52,,223.934,11,0,0
Kimi Räikkönen,Finnish,2018,2.0,1.0,25.0,56,5658643.0,201.527,1,1,1
Max Verstappen,Dutch,2018,18.0,2.0,18.0,56,5659924.0,202.011,1,1,1
Lewis Hamilton,British,2018,1.0,3.0,15.0,56,5660985.0,203.782,1,1,1
Sebastian Vettel,German,2018,5.0,4.0,12.0,56,5676865.0,201.941,1,1,0
Valtteri Bottas,Finnish,2018,3.0,5.0,10.0,56,5683387.0,201.551,1,1,0
